CornerHelp — master provider call sheet · 99 organizations · all 254 Texas counties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Requirements list will be given after scheduled appointment,,,,,,,,,,,,,,,,FILL THESE IN — in the order the script asks for them. Blank beats guessed.,,,,,,,,,,,,,,,,,,
WEEK 1,#,Organization,City,Address,Phone,Programs,Help offered,Counties,ZIPs,People reached,Counties served,ZIP codes served,Source,slug — do not edit,rent slug — do not edit,Status,Rent status,SERVICE AREA — whole county? which areas?,Funding lasts until,Reopens on,How to apply,Hours,Daily cap,Documents required,Most common reason turned away,Anything changing,Spoke with,Call outcome,Note,Called (date),VA,,,
,118,"Northeast Florida Community Action Agency, Inc.",,,19042594481,Low-Income Home Energy Assistance Program (LIHEAP),"electric_bill, gas_bill, reconnect_fee, utility_deposit",7,97,"1,974,593",Baker; Clay; Duval; Flagler; Nassau; Putnam; St. Johns,32003 32004 32006 32009 32011 32033 32034 32035 32040 32041 32043 32046 32050 32063 32065 32067 32068 32073 32080 32081 32082 32084 32085 32086 32087 32092 32095 32097 32110 32112 32131 32135 32136 32137 32139 32140 32145 32147 32148 32164 32174 32177 32178 32181 32187 32189 32193 32202 32203 32204 32205 32206 32207 32208 32209 32210 32211 32212 32216 32217 32218 32219 32220 32221 32222 32223 32224 32225 32226 32227 32228 32229 32233 32234 32235 32236 32238 32239 32240 32241 32244 32245 32246 32247 32250 32254 32255 32256 32257 32258 32259 32260 32266 32277 32640 32656 32666,FloridaCommerce LIHEAP provider list,northeast-florida-community-action-agency-liheap,,,,,,,,,,,,,,,,,,,,
,119,Orange County Youth and Family Services Division,,,14078367429,Low-Income Home Energy Assistance Program (LIHEAP),"electric_bill, gas_bill, reconnect_fee, utility_deposit",1,73,"1,533,646",Orange,32703 32704 32709 32710 32712 32733 32751 32757 32768 32777 32789 32790 32792 32793 32794 32798 32801 32802 32803 32804 32805 32806 32807 32808 32809 32810 32811 32812 32814 32817 32818 32819 32820 32821 32822 32824 32825 32826 32827 32828 32829 32830 32831 32832 32833 32835 32836 32837 32839 32853 32854 32855 32856 32857 32858 32859 32860 32861 32862 32867 32868 32869 32872 32877 32878 34734 34740 34760 34761 34777 34778 34786 34787,FloridaCommerce LIHEAP provider list,orange-county-youth-and-family-services-division-liheap,,,,,,,,,,,,,,,,,,,,
,120,"Osceola County Council on Aging, Inc",,,14078468532,Low-Income Home Energy Assistance Program (LIHEAP),"electric_bill, gas_bill, reconnect_fee, utility_deposit",1,18,"468,058",Osceola,33848 33896 34714 34739 34741 34742 34743 34744 34745 34746 34747 34758 34759 34769 34770 34771 34772 34773,FloridaCommerce LIHEAP provider list,osceola-county-council-on-aging-liheap,,,,,,,,,,,,,,,,,,,,
,121,Palm Beach County,,,15613554792,Low-Income Home Energy Assistance Program (LIHEAP),"electric_bill, gas_bill, reconnect_fee, utility_deposit",1,72,"1,582,055",Palm Beach,33401 33402 33403 33404 33405 33406 33407 33408 33409 33410 33411 33412 33413 33414 33415 33416 33417 33418 33419 33420 33421 33422 33424 33425 33426 33427 33428 33429 33430 33431 33432 33433 33434 33435 33436 33437 33438 33444 33445 33446 33448 33449 33454 33458 33460 33461 33462 33463 33465 33466 33467 33468 33469 33470 33472 33473 33474 33476 33477 33478 33480 33481 33482 33483 33484 33486 33487 33488 33493 33496 33497 33498,FloridaCommerce LIHEAP provider list,palm-beach-county-liheap,,,,,,,,,,,,,,,,,,,,
,122,"Pinellas County Urban League, Inc.",,,17273270977,Low-Income Home Energy Assistance Program (LIHEAP),"electric_bill, gas_bill, reconnect_fee, utility_deposit",1,69,"965,870",Pinellas,33701 33702 33703 33704 33705 33706 33707 33708 33709 33710 33711 33712 33713 33714 33715 33716 33730 33731 33732 33733 33734 33736 33738 33741 33742 33743 33744 33747 33755 33756 33757 33758 33759 33760 33761 33762 33763 33764 33765 33766 33767 33770 33771 33772 33773 33774 33775 33776 33777 33778 33779 33780 33781 33782 33784 33785 33786 34660 34677 34681 34682 34683 34684 34685 34688 34689 34695 34697 34698,FloridaCommerce LIHEAP provider list,pinellas-county-urban-league-liheap,,,,,,,,,,,,,,,,,,,,
,123,"Step Up Suncoast, Inc.",,,19418270188,Low-Income Home Energy Assistance Program (LIHEAP),"electric_bill, gas_bill, reconnect_fee, utility_deposit",2,30,"484,420",Hardee; Manatee,33834 33865 33873 33890 34201 34202 34203 34204 34205 34206 34207 34208 34209 34210 34211 34212 34215 34216 34217 34219 34220 34221 34222 34228 34243 34251 34264 34270 34280 34282,FloridaCommerce LIHEAP provider list,step-up-suncoast-liheap,,,,,,,,,,,,,,,,,,,,
,124,"Suwannee River Economic Council, Inc.",,,19049646696,Low-Income Home Energy Assistance Program (LIHEAP),"electric_bill, gas_bill, reconnect_fee, utility_deposit",10,40,"266,354",Bradford; Columbia; Dixie; Gilchrist; Hamilton; Lafayette; Madison; Suwannee; Taylor; Union,32008 32024 32025 32038 32042 32044 32052 32053 32054 32055 32056 32058 32059 32060 32061 32062 32064 32066 32071 32083 32091 32094 32096 32331 32336 32340 32347 32348 32350 32356 32359 32619 32622 32628 32643 32648 32656 32666 32680 32693,FloridaCommerce LIHEAP provider list,suwannee-river-economic-council-liheap,,,,,,,,,,,,,,,,,,,,
,125,The Salvation Army,,,19419544673,Low-Income Home Energy Assistance Program (LIHEAP),"electric_bill, gas_bill, reconnect_fee, utility_deposit",1,33,"476,604",Sarasota,34223 34228 34229 34230 34231 34232 34233 34234 34235 34236 34237 34238 34239 34240 34241 34242 34243 34272 34274 34275 34276 34277 34284 34285 34286 34287 34288 34289 34290 34291 34292 34293 34295,FloridaCommerce LIHEAP provider list,the-salvation-army-liheap,,,,,,,,,,,,,,,,,,,,
,126,"Tri-County Community Council, Inc.",,,18503061134,Low-Income Home Energy Assistance Program (LIHEAP),"electric_bill, gas_bill, reconnect_fee, utility_deposit",5,42,"564,181",Holmes; Okaloosa; Santa Rosa; Walton; Washington,32425 32427 32428 32431 32433 32435 32437 32439 32440 32455 32459 32461 32462 32464 32530 32531 32536 32539 32540 32541 32542 32544 32547 32548 32549 32550 32561 32562 32563 32564 32565 32566 32567 32569 32570 32571 32572 32578 32579 32580 32583 32588,FloridaCommerce LIHEAP provider list,tri-county-community-council-liheap,,,,,,,,,,,,,,,,,,,,
,127,Volusia County Community Assistance Division,,,13867365956,Low-Income Home Energy Assistance Program (LIHEAP),"electric_bill, gas_bill, reconnect_fee, utility_deposit",1,43,"602,772",Volusia,32102 32114 32115 32117 32118 32119 32120 32121 32122 32124 32125 32126 32127 32128 32129 32130 32132 32141 32168 32169 32170 32173 32174 32175 32176 32180 32190 32713 32720 32721 32723 32724 32725 32728 32738 32739 32744 32753 32754 32759 32763 32764 32774,FloridaCommerce LIHEAP provider list,volusia-county-community-assistance-division-liheap,,,,,,,,,,,,,,,,,,,,
,128,You Thrive Florida,,,13527961425,Low-Income Home Energy Assistance Program (LIHEAP),"electric_bill, gas_bill, reconnect_fee, utility_deposit",3,59,"1,031,957",Hernando; Pasco; Sumter,32159 32162 32163 33513 33514 33521 33523 33524 33525 33526 33538 33539 33540 33541 33542 33543 33544 33545 33549 33556 33558 33559 33576 33585 33597 34484 34601 34602 34603 34604 34605 34606 34607 34608 34609 34610 34611 34613 34614 34637 34638 34639 34652 34653 34654 34655 34656 34661 34667 34668 34669 34673 34674 34680 34690 34691 34692 34762 34785,FloridaCommerce LIHEAP provider list,you-thrive-florida-liheap,,,,,,,,,,,,,,,,,,,,
,129,Alamance County Department of Social Services,Burlington,"319 N. Graham-Hopedale Road, Suite C, Burlington, NC 27217",13365706532,Energy Assistance (LIEAP / CIP); Food and Nutrition Services (FNS); Work First Emergency Assistance,"electric_bill, eviction_prevention, gas_bill, reconnect_fee, rent_assistance, snap_benefits, utility_deposit",1,12,"183,040",Alamance,27201 27215 27216 27217 27244 27249 27253 27258 27298 27302 27349 27359,NCDHHS Local DSS Directory,alamance-county-department-of-social-services-energy,alamance-county-department-of-social-services-emergency,,,,,,,,,,,,,,,,,,,
,130,Alexander County Department of Social Services,Taylorsville,"604 Seventh St. SW, Taylorsville, NC 28681",18286321080,Energy Assistance (LIEAP / CIP); Food and Nutrition Services (FNS); Work First Emergency Assistance,"electric_bill, eviction_prevention, gas_bill, reconnect_fee, rent_assistance, snap_benefits, utility_deposit",1,4,"36,693",Alexander,28601 28636 28678 28681,NCDHHS Local DSS Directory,alexander-county-department-of-social-services-energy,alexander-county-department-of-social-services-emergency,,,,,,,,,,,,,,,,,,,
,131,Alleghany County Department of Social Services,Sparta,"182 Doctors St., Sparta, NC 28675",13363722411,Energy Assistance (LIEAP / CIP); Food and Nutrition Services (FNS); Work First Emergency Assistance,"electric_bill, eviction_prevention, gas_bill, reconnect_fee, rent_assistance, snap_benefits, utility_deposit",1,8,"11,379",Alleghany,28623 28627 28631 28644 28663 28668 28672 28675,NCDHHS Local DSS Directory,alleghany-county-department-of-social-services-energy,alleghany-county-department-of-social-services-emergency,,,,,,,,,,,,,,,,,,,
,132,Anson County Department of Social Services,Wadesboro,"118 N. Washington St., Wadesboro, NC 28170",17046949351,Energy Assistance (LIEAP / CIP); Food and Nutrition Services (FNS); Work First Emergency Assistance,"electric_bill, eviction_prevention, gas_bill, reconnect_fee, rent_assistance, snap_benefits, utility_deposit",1,6,"22,432",Anson,28007 28091 28119 28133 28135 28170,NCDHHS Local DSS Directory,anson-county-department-of-social-services-energy,anson-county-department-of-social-services-emergency,,,,,,,,,,,,,,,,,,,
,133,Ashe County Department of Social Services,Jefferson,"150 Government Circle, Suite 1400, Jefferson, NC 28640",13368465719,Energy Assistance (LIEAP / CIP); Food and Nutrition Services (FNS); Work First Emergency Assistance,"electric_bill, eviction_prevention, gas_bill, reconnect_fee, rent_assistance, snap_benefits, utility_deposit",1,13,"27,266",Ashe,28615 28617 28626 28629 28631 28640 28643 28644 28672 28684 28693 28694 28698,NCDHHS Local DSS Directory,ashe-county-department-of-social-services-energy,ashe-county-department-of-social-services-emergency,,,,,,,,,,,,,,,,,,,
,134,Avery County Department of Social Services,Newland,"358 Beech St., Newland, NC 28657",18287338230,Energy Assistance (LIEAP / CIP); Food and Nutrition Services (FNS); Work First Emergency Assistance,"electric_bill, eviction_prevention, gas_bill, reconnect_fee, rent_assistance, snap_benefits, utility_deposit",1,5,"17,811",Avery,28604 28611 28622 28657 28777,NCDHHS Local DSS Directory,avery-county-department-of-social-services-energy,avery-county-department-of-social-services-emergency,,,,,,,,,,,,,,,,,,,
,135,Beaufort County Department of Social Services,Washington,"632 W. Fifth St., Washington, NC 27889",12529755500,Energy Assistance (LIEAP / CIP); Food and Nutrition Services (FNS); Work First Emergency Assistance,"electric_bill, eviction_prevention, gas_bill, reconnect_fee, rent_assistance, snap_benefits, utility_deposit",1,12,"44,576",Beaufort,27806 27808 27810 27814 27817 27821 27837 27860 27865 27889 27962 28586,NCDHHS Local DSS Directory,beaufort-county-department-of-social-services-energy,beaufort-county-department-of-social-services-emergency,,,,,,,,,,,,,,,,,,,
,136,Bertie County Department of Social Services,,"110 Jasper Bazemore Ave. Windsor, NC 27983",12527945320,Energy Assistance (LIEAP / CIP); Food and Nutrition Services (FNS); Work First Emergency Assistance,"electric_bill, eviction_prevention, gas_bill, reconnect_fee, rent_assistance, snap_benefits, utility_deposit",1,8,"16,939",Bertie,27805 27847 27849 27872 27910 27924 27957 27983,NCDHHS Local DSS Directory,bertie-county-department-of-social-services-energy,bertie-county-department-of-social-services-emergency,,,,,,,,,,,,,,,,,,,
,137,Bladen County Department of Social Services,Elizabethtown,"208 McKay St., Elizabethtown, NC 28337",19108626800,Energy Assistance (LIEAP / CIP); Food and Nutrition Services (FNS); Work First Emergency Assistance,"electric_bill, eviction_prevention, gas_bill, reconnect_fee, rent_assistance, snap_benefits, utility_deposit",1,14,"29,777",Bladen,28320 28337 28384 28392 28399 28423 28433 28434 28438 28441 28444 28447 28448 28456,NCDHHS Local DSS Directory,bladen-county-department-of-social-services-energy,bladen-county-department-of-social-services-emergency,,,,,,,,,,,,,,,,,,,
,138,Brunswick County Department of Social Services,Bolivia,"60 Government Drive, NE, Bolivia, NC 28422",19102532077,Energy Assistance (LIEAP / CIP); Food and Nutrition Services (FNS); Work First Emergency Assistance,"electric_bill, eviction_prevention, gas_bill, reconnect_fee, rent_assistance, snap_benefits, utility_deposit",1,14,"167,112",Brunswick,28420 28422 28451 28452 28456 28459 28461 28462 28465 28467 28468 28469 28470 28479,NCDHHS Local DSS Directory,brunswick-county-department-of-social-services-energy,brunswick-county-department-of-social-services-emergency,,,,,,,,,,,,,,,,,,,
,139,Buncombe County Department of Social Services,,"40 Coxe Ave. Asheville, NC 28802",18282505500,Energy Assistance (LIEAP / CIP); Food and Nutrition Services (FNS); Work First Emergency Assistance,"electric_bill, eviction_prevention, gas_bill, reconnect_fee, rent_assistance, snap_benefits, utility_deposit",1,24,"279,210",Buncombe,28701 28704 28709 28711 28715 28728 28730 28732 28748 28753 28757 28776 28778 28787 28801 28802 28803 28804 28805 28806 28813 28814 28815 28816,NCDHHS Local DSS Directory,buncombe-county-department-of-social-services-energy,buncombe-county-department-of-social-services-emergency,,,,,,,,,,,,,,,,,,,
,140,Burke County Department of Social Services,Morganton,"700 East Parker Road, Morganton, NC 28680",18287649600,Energy Assistance (LIEAP / CIP); Food and Nutrition Services (FNS); Work First Emergency Assistance,"electric_bill, eviction_prevention, gas_bill, reconnect_fee, rent_assistance, snap_benefits, utility_deposit",1,11,"88,545",Burke,28601 28602 28612 28619 28637 28655 28657 28666 28680 28690 28761,NCDHHS Local DSS Directory,burke-county-department-of-social-services-energy,burke-county-department-of-social-services-emergency,,,,,,,,,,,,,,,,,,,
,141,Cabarrus County Department of Social Services,Kannapolis,"1303 S. Cannon Blvd., Kannapolis, NC 28083",17049201400,Energy Assistance (LIEAP / CIP); Food and Nutrition Services (FNS); Work First Emergency Assistance,"electric_bill, eviction_prevention, gas_bill, reconnect_fee, rent_assistance, snap_benefits, utility_deposit",1,13,"244,925",Cabarrus,28025 28026 28027 28036 28071 28075 28081 28082 28083 28097 28107 28124 28138,NCDHHS Local DSS Directory,cabarrus-county-department-of-social-services-energy,cabarrus-county-department-of-social-services-emergency,,,,,,,,,,,,,,,,,,,
,142,Caldwell County Department of Social Services,Lenoir,"2345 Morganton Blvd., SW, Suite A, Lenoir, NC 28645",18284268200,Energy Assistance (LIEAP / CIP); Food and Nutrition Services (FNS); Work First Emergency Assistance,"electric_bill, eviction_prevention, gas_bill, reconnect_fee, rent_assistance, snap_benefits, utility_deposit",1,6,"80,739",Caldwell,28606 28611 28630 28638 28645 28667,NCDHHS Local DSS Directory,caldwell-county-department-of-social-services-energy,caldwell-county-department-of-social-services-emergency,,,,,,,,,,,,,,,,,,,
,143,Camden County Department of Social Services,Camden,"117 NC HWY 343 N, Camden, NC 27921",12523314787,Energy Assistance (LIEAP / CIP); Food and Nutrition Services (FNS); Work First Emergency Assistance,"electric_bill, eviction_prevention, gas_bill, reconnect_fee, rent_assistance, snap_benefits, utility_deposit",1,4,"11,184",Camden,27921 27973 27974 27976,NCDHHS Local DSS Directory,camden-county-department-of-social-services-energy,camden-county-department-of-social-services-emergency,,,,,,,,,,,,,,,,,,,
,144,Carteret County Department of Social Services,Beaufort,"210 Craven St., Beaufort, NC 28516",12527283181,Energy Assistance (LIEAP / CIP); Food and Nutrition Services (FNS); Work First Emergency Assistance,"electric_bill, eviction_prevention, gas_bill, reconnect_fee, rent_assistance, snap_benefits, utility_deposit",1,17,"70,259",Carteret,28511 28512 28516 28520 28524 28528 28531 28553 28557 28570 28575 28577 28579 28581 28582 28584 28594,NCDHHS Local DSS Directory,carteret-county-department-of-social-services-energy,carteret-county-department-of-social-services-emergency,,,,,,,,,,,,,,,,,,,
,145,Caswell County Department of Social Services,Yanceyville,"175 County Park Road., Yanceyville, NC 27379",13366944141,Energy Assistance (LIEAP / CIP); Food and Nutrition Services (FNS); Work First Emergency Assistance,"electric_bill, eviction_prevention, gas_bill, reconnect_fee, rent_assistance, snap_benefits, utility_deposit",1,10,"22,363",Caswell,27212 27244 27291 27305 27311 27314 27315 27326 27343 27379,NCDHHS Local DSS Directory,caswell-county-department-of-social-services-energy,caswell-county-department-of-social-services-emergency,,,,,,,,,,,,,,,,,,,
,146,Catawba County Department of Social Services,Hickory,"3030 11th Ave. Drive, S.E., Hickory, NC 28602",18286955600,Energy Assistance (LIEAP / CIP); Food and Nutrition Services (FNS); Work First Emergency Assistance,"electric_bill, eviction_prevention, gas_bill, reconnect_fee, rent_assistance, snap_benefits, utility_deposit",1,12,"167,054",Catawba,28037 28168 28601 28602 28603 28609 28610 28613 28650 28658 28673 28682,NCDHHS Local DSS Directory,catawba-county-department-of-social-services-energy,catawba-county-department-of-social-services-emergency,,,,,,,,,,,,,,,,,,,
